产品系列,产品Slug,产品型号,中文详情标题,中文状态,英文详情标题,英文状态,西班牙语详情标题,西班牙语状态,法语详情标题,法语状态,韩语详情标题,韩语状态,俄语详情标题,俄语状态,是否异常,异常说明,数据源文件
阀,q2004-smx-sppe,Q2004-SMX-SPPE,Q2004-SMX-SPPE,只显示型号,Q2004-SMX-SPPE,只显示型号,Q2004-SMX-SPPE,只显示型号,Q2004-SMX-SPPE,只显示型号,Q2004-SMX-SPPE,只显示型号,Q2004-SMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-snv-lacn,Q2004-SNV-LACN,Q2004-SNV-LACN,只显示型号,Q2004-SNV-LACN,只显示型号,Q2004-SNV-LACN,只显示型号,Q2004-SNV-LACN,只显示型号,Q2004-SNV-LACN,只显示型号,Q2004-SNV-LACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-snv-lppe,Q2004-SNV-LPPE,Q2004-SNV-LPPE,只显示型号,Q2004-SNV-LPPE,只显示型号,Q2004-SNV-LPPE,只显示型号,Q2004-SNV-LPPE,只显示型号,Q2004-SNV-LPPE,只显示型号,Q2004-SNV-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-snv-sacn,Q2004-SNV-SACN,Q2004-SNV-SACN,只显示型号,Q2004-SNV-SACN,只显示型号,Q2004-SNV-SACN,只显示型号,Q2004-SNV-SACN,只显示型号,Q2004-SNV-SACN,只显示型号,Q2004-SNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-snv-sppe,Q2004-SNV-SPPE,Q2004-SNV-SPPE,只显示型号,Q2004-SNV-SPPE,只显示型号,Q2004-SNV-SPPE,只显示型号,Q2004-SNV-SPPE,只显示型号,Q2004-SNV-SPPE,只显示型号,Q2004-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-snx-lacn,Q2004-SNX-LACN,Q2004-SNX-LACN,只显示型号,Q2004-SNX-LACN,只显示型号,Q2004-SNX-LACN,只显示型号,Q2004-SNX-LACN,只显示型号,Q2004-SNX-LACN,只显示型号,Q2004-SNX-LACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-snx-lppe,Q2004-SNX-LPPE,Q2004-SNX-LPPE,只显示型号,Q2004-SNX-LPPE,只显示型号,Q2004-SNX-LPPE,只显示型号,Q2004-SNX-LPPE,只显示型号,Q2004-SNX-LPPE,只显示型号,Q2004-SNX-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-snx-sacn,Q2004-SNX-SACN,Q2004-SNX-SACN,只显示型号,Q2004-SNX-SACN,只显示型号,Q2004-SNX-SACN,只显示型号,Q2004-SNX-SACN,只显示型号,Q2004-SNX-SACN,只显示型号,Q2004-SNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2004-snx-sppe,Q2004-SNX-SPPE,Q2004-SNX-SPPE,只显示型号,Q2004-SNX-SPPE,只显示型号,Q2004-SNX-SPPE,只显示型号,Q2004-SNX-SPPE,只显示型号,Q2004-SNX-SPPE,只显示型号,Q2004-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018n-pnv-sacn,Q2018N-PNV-SACN,Q2018N-PNV-SACN,只显示型号,Q2018N-PNV-SACN,只显示型号,Q2018N-PNV-SACN,只显示型号,Q2018N-PNV-SACN,只显示型号,Q2018N-PNV-SACN,只显示型号,Q2018N-PNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018n-pnv-sppe,Q2018N-PNV-SPPE,Q2018N-PNV-SPPE,只显示型号,Q2018N-PNV-SPPE,只显示型号,Q2018N-PNV-SPPE,只显示型号,Q2018N-PNV-SPPE,只显示型号,Q2018N-PNV-SPPE,只显示型号,Q2018N-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018n-pnx-sacn,Q2018N-PNX-SACN,Q2018N-PNX-SACN,只显示型号,Q2018N-PNX-SACN,只显示型号,Q2018N-PNX-SACN,只显示型号,Q2018N-PNX-SACN,只显示型号,Q2018N-PNX-SACN,只显示型号,Q2018N-PNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018n-pnx-sppe,Q2018N-PNX-SPPE,Q2018N-PNX-SPPE,只显示型号,Q2018N-PNX-SPPE,只显示型号,Q2018N-PNX-SPPE,只显示型号,Q2018N-PNX-SPPE,只显示型号,Q2018N-PNX-SPPE,只显示型号,Q2018N-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018n-snv-sacn,Q2018N-SNV-SACN,Q2018N-SNV-SACN,只显示型号,Q2018N-SNV-SACN,只显示型号,Q2018N-SNV-SACN,只显示型号,Q2018N-SNV-SACN,只显示型号,Q2018N-SNV-SACN,只显示型号,Q2018N-SNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018n-snv-sppe,Q2018N-SNV-SPPE,Q2018N-SNV-SPPE,只显示型号,Q2018N-SNV-SPPE,只显示型号,Q2018N-SNV-SPPE,只显示型号,Q2018N-SNV-SPPE,只显示型号,Q2018N-SNV-SPPE,只显示型号,Q2018N-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018n-snx-sacn,Q2018N-SNX-SACN,Q2018N-SNX-SACN,只显示型号,Q2018N-SNX-SACN,只显示型号,Q2018N-SNX-SACN,只显示型号,Q2018N-SNX-SACN,只显示型号,Q2018N-SNX-SACN,只显示型号,Q2018N-SNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018n-snx-sppe,Q2018N-SNX-SPPE,Q2018N-SNX-SPPE,只显示型号,Q2018N-SNX-SPPE,只显示型号,Q2018N-SNX-SPPE,只显示型号,Q2018N-SNX-SPPE,只显示型号,Q2018N-SNX-SPPE,只显示型号,Q2018N-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018t-snv-sacn,Q2018T-SNV-SACN,Q2018T-SNV-SACN,只显示型号,Q2018T-SNV-SACN,只显示型号,Q2018T-SNV-SACN,只显示型号,Q2018T-SNV-SACN,只显示型号,Q2018T-SNV-SACN,只显示型号,Q2018T-SNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018t-snv-sppe,Q2018T-SNV-SPPE,Q2018T-SNV-SPPE,只显示型号,Q2018T-SNV-SPPE,只显示型号,Q2018T-SNV-SPPE,只显示型号,Q2018T-SNV-SPPE,只显示型号,Q2018T-SNV-SPPE,只显示型号,Q2018T-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018t-snx-sacn,Q2018T-SNX-SACN,Q2018T-SNX-SACN,只显示型号,Q2018T-SNX-SACN,只显示型号,Q2018T-SNX-SACN,只显示型号,Q2018T-SNX-SACN,只显示型号,Q2018T-SNX-SACN,只显示型号,Q2018T-SNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2018t-snx-sppe,Q2018T-SNX-SPPE,Q2018T-SNX-SPPE,只显示型号,Q2018T-SNX-SPPE,只显示型号,Q2018T-SNX-SPPE,只显示型号,Q2018T-SNX-SPPE,只显示型号,Q2018T-SNX-SPPE,只显示型号,Q2018T-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2028u-pnv-sacn,Q2028U-PNV-SACN,Q2028U-PNV-SACN,只显示型号,Q2028U-PNV-SACN,只显示型号,Q2028U-PNV-SACN,只显示型号,Q2028U-PNV-SACN,只显示型号,Q2028U-PNV-SACN,只显示型号,Q2028U-PNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2028u-pnv-sppe,Q2028U-PNV-SPPE,Q2028U-PNV-SPPE,只显示型号,Q2028U-PNV-SPPE,只显示型号,Q2028U-PNV-SPPE,只显示型号,Q2028U-PNV-SPPE,只显示型号,Q2028U-PNV-SPPE,只显示型号,Q2028U-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2028u-smv-sacn,Q2028U-SMV-SACN,Q2028U-SMV-SACN,只显示型号,Q2028U-SMV-SACN,只显示型号,Q2028U-SMV-SACN,只显示型号,Q2028U-SMV-SACN,只显示型号,Q2028U-SMV-SACN,只显示型号,Q2028U-SMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q2028u-smv-sppe,Q2028U-SMV-SPPE,Q2028U-SMV-SPPE,只显示型号,Q2028U-SMV-SPPE,只显示型号,Q2028U-SMV-SPPE,只显示型号,Q2028U-SMV-SPPE,只显示型号,Q2028U-SMV-SPPE,只显示型号,Q2028U-SMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-pmv-sacn,Q4004-PMV-SACN,Q4004-PMV-SACN,只显示型号,Q4004-PMV-SACN,只显示型号,Q4004-PMV-SACN,只显示型号,Q4004-PMV-SACN,只显示型号,Q4004-PMV-SACN,只显示型号,Q4004-PMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-pmv-sppe,Q4004-PMV-SPPE,Q4004-PMV-SPPE,只显示型号,Q4004-PMV-SPPE,只显示型号,Q4004-PMV-SPPE,只显示型号,Q4004-PMV-SPPE,只显示型号,Q4004-PMV-SPPE,只显示型号,Q4004-PMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-pmx-sacn,Q4004-PMX-SACN,Q4004-PMX-SACN,只显示型号,Q4004-PMX-SACN,只显示型号,Q4004-PMX-SACN,只显示型号,Q4004-PMX-SACN,只显示型号,Q4004-PMX-SACN,只显示型号,Q4004-PMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-pmx-sppe,Q4004-PMX-SPPE,Q4004-PMX-SPPE,只显示型号,Q4004-PMX-SPPE,只显示型号,Q4004-PMX-SPPE,只显示型号,Q4004-PMX-SPPE,只显示型号,Q4004-PMX-SPPE,只显示型号,Q4004-PMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-pnv-lacn,Q4004-PNV-LACN,Q4004-PNV-LACN,只显示型号,Q4004-PNV-LACN,只显示型号,Q4004-PNV-LACN,只显示型号,Q4004-PNV-LACN,只显示型号,Q4004-PNV-LACN,只显示型号,Q4004-PNV-LACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-pnv-lppe,Q4004-PNV-LPPE,Q4004-PNV-LPPE,只显示型号,Q4004-PNV-LPPE,只显示型号,Q4004-PNV-LPPE,只显示型号,Q4004-PNV-LPPE,只显示型号,Q4004-PNV-LPPE,只显示型号,Q4004-PNV-LPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-pnv-sacn,Q4004-PNV-SACN,Q4004-PNV-SACN,只显示型号,Q4004-PNV-SACN,只显示型号,Q4004-PNV-SACN,只显示型号,Q4004-PNV-SACN,只显示型号,Q4004-PNV-SACN,只显示型号,Q4004-PNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-pnv-sppe,Q4004-PNV-SPPE,Q4004-PNV-SPPE,只显示型号,Q4004-PNV-SPPE,只显示型号,Q4004-PNV-SPPE,只显示型号,Q4004-PNV-SPPE,只显示型号,Q4004-PNV-SPPE,只显示型号,Q4004-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-pnx-sacn,Q4004-PNX-SACN,Q4004-PNX-SACN,只显示型号,Q4004-PNX-SACN,只显示型号,Q4004-PNX-SACN,只显示型号,Q4004-PNX-SACN,只显示型号,Q4004-PNX-SACN,只显示型号,Q4004-PNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-pnx-sppe,Q4004-PNX-SPPE,Q4004-PNX-SPPE,只显示型号,Q4004-PNX-SPPE,只显示型号,Q4004-PNX-SPPE,只显示型号,Q4004-PNX-SPPE,只显示型号,Q4004-PNX-SPPE,只显示型号,Q4004-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-smv-sacn,Q4004-SMV-SACN,Q4004-SMV-SACN,只显示型号,Q4004-SMV-SACN,只显示型号,Q4004-SMV-SACN,只显示型号,Q4004-SMV-SACN,只显示型号,Q4004-SMV-SACN,只显示型号,Q4004-SMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-smv-sppe,Q4004-SMV-SPPE,Q4004-SMV-SPPE,只显示型号,Q4004-SMV-SPPE,只显示型号,Q4004-SMV-SPPE,只显示型号,Q4004-SMV-SPPE,只显示型号,Q4004-SMV-SPPE,只显示型号,Q4004-SMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-smx-sacn,Q4004-SMX-SACN,Q4004-SMX-SACN,只显示型号,Q4004-SMX-SACN,只显示型号,Q4004-SMX-SACN,只显示型号,Q4004-SMX-SACN,只显示型号,Q4004-SMX-SACN,只显示型号,Q4004-SMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-smx-sppe,Q4004-SMX-SPPE,Q4004-SMX-SPPE,只显示型号,Q4004-SMX-SPPE,只显示型号,Q4004-SMX-SPPE,只显示型号,Q4004-SMX-SPPE,只显示型号,Q4004-SMX-SPPE,只显示型号,Q4004-SMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-snv-sacn,Q4004-SNV-SACN,Q4004-SNV-SACN,只显示型号,Q4004-SNV-SACN,只显示型号,Q4004-SNV-SACN,只显示型号,Q4004-SNV-SACN,只显示型号,Q4004-SNV-SACN,只显示型号,Q4004-SNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-snv-sppe,Q4004-SNV-SPPE,Q4004-SNV-SPPE,只显示型号,Q4004-SNV-SPPE,只显示型号,Q4004-SNV-SPPE,只显示型号,Q4004-SNV-SPPE,只显示型号,Q4004-SNV-SPPE,只显示型号,Q4004-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-snx-sacn,Q4004-SNX-SACN,Q4004-SNX-SACN,只显示型号,Q4004-SNX-SACN,只显示型号,Q4004-SNX-SACN,只显示型号,Q4004-SNX-SACN,只显示型号,Q4004-SNX-SACN,只显示型号,Q4004-SNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4004-snx-sppe,Q4004-SNX-SPPE,Q4004-SNX-SPPE,只显示型号,Q4004-SNX-SPPE,只显示型号,Q4004-SNX-SPPE,只显示型号,Q4004-SNX-SPPE,只显示型号,Q4004-SNX-SPPE,只显示型号,Q4004-SNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-pmv-sacn,Q4005-PMV-SACN,Q4005-PMV-SACN,只显示型号,Q4005-PMV-SACN,只显示型号,Q4005-PMV-SACN,只显示型号,Q4005-PMV-SACN,只显示型号,Q4005-PMV-SACN,只显示型号,Q4005-PMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-pmv-sppe,Q4005-PMV-SPPE,Q4005-PMV-SPPE,只显示型号,Q4005-PMV-SPPE,只显示型号,Q4005-PMV-SPPE,只显示型号,Q4005-PMV-SPPE,只显示型号,Q4005-PMV-SPPE,只显示型号,Q4005-PMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-pmx-sacn,Q4005-PMX-SACN,Q4005-PMX-SACN,只显示型号,Q4005-PMX-SACN,只显示型号,Q4005-PMX-SACN,只显示型号,Q4005-PMX-SACN,只显示型号,Q4005-PMX-SACN,只显示型号,Q4005-PMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-pmx-sppe,Q4005-PMX-SPPE,Q4005-PMX-SPPE,只显示型号,Q4005-PMX-SPPE,只显示型号,Q4005-PMX-SPPE,只显示型号,Q4005-PMX-SPPE,只显示型号,Q4005-PMX-SPPE,只显示型号,Q4005-PMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-pnv-sacn,Q4005-PNV-SACN,Q4005-PNV-SACN,只显示型号,Q4005-PNV-SACN,只显示型号,Q4005-PNV-SACN,只显示型号,Q4005-PNV-SACN,只显示型号,Q4005-PNV-SACN,只显示型号,Q4005-PNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-pnv-sppe,Q4005-PNV-SPPE,Q4005-PNV-SPPE,只显示型号,Q4005-PNV-SPPE,只显示型号,Q4005-PNV-SPPE,只显示型号,Q4005-PNV-SPPE,只显示型号,Q4005-PNV-SPPE,只显示型号,Q4005-PNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-pnx-sacn,Q4005-PNX-SACN,Q4005-PNX-SACN,只显示型号,Q4005-PNX-SACN,只显示型号,Q4005-PNX-SACN,只显示型号,Q4005-PNX-SACN,只显示型号,Q4005-PNX-SACN,只显示型号,Q4005-PNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-pnx-sppe,Q4005-PNX-SPPE,Q4005-PNX-SPPE,只显示型号,Q4005-PNX-SPPE,只显示型号,Q4005-PNX-SPPE,只显示型号,Q4005-PNX-SPPE,只显示型号,Q4005-PNX-SPPE,只显示型号,Q4005-PNX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-smv-sacn,Q4005-SMV-SACN,Q4005-SMV-SACN,只显示型号,Q4005-SMV-SACN,只显示型号,Q4005-SMV-SACN,只显示型号,Q4005-SMV-SACN,只显示型号,Q4005-SMV-SACN,只显示型号,Q4005-SMV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-smv-sppe,Q4005-SMV-SPPE,Q4005-SMV-SPPE,只显示型号,Q4005-SMV-SPPE,只显示型号,Q4005-SMV-SPPE,只显示型号,Q4005-SMV-SPPE,只显示型号,Q4005-SMV-SPPE,只显示型号,Q4005-SMV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-smx-sacn,Q4005-SMX-SACN,Q4005-SMX-SACN,只显示型号,Q4005-SMX-SACN,只显示型号,Q4005-SMX-SACN,只显示型号,Q4005-SMX-SACN,只显示型号,Q4005-SMX-SACN,只显示型号,Q4005-SMX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-smx-sppe,Q4005-SMX-SPPE,Q4005-SMX-SPPE,只显示型号,Q4005-SMX-SPPE,只显示型号,Q4005-SMX-SPPE,只显示型号,Q4005-SMX-SPPE,只显示型号,Q4005-SMX-SPPE,只显示型号,Q4005-SMX-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-snv-sacn,Q4005-SNV-SACN,Q4005-SNV-SACN,只显示型号,Q4005-SNV-SACN,只显示型号,Q4005-SNV-SACN,只显示型号,Q4005-SNV-SACN,只显示型号,Q4005-SNV-SACN,只显示型号,Q4005-SNV-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-snv-sppe,Q4005-SNV-SPPE,Q4005-SNV-SPPE,只显示型号,Q4005-SNV-SPPE,只显示型号,Q4005-SNV-SPPE,只显示型号,Q4005-SNV-SPPE,只显示型号,Q4005-SNV-SPPE,只显示型号,Q4005-SNV-SPPE,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
阀,q4005-snx-sacn,Q4005-SNX-SACN,Q4005-SNX-SACN,只显示型号,Q4005-SNX-SACN,只显示型号,Q4005-SNX-SACN,只显示型号,Q4005-SNX-SACN,只显示型号,Q4005-SNX-SACN,只显示型号,Q4005-SNX-SACN,只显示型号,是,中文：只显示型号；英文：只显示型号；西班牙语：只显示型号；法语：只显示型号；韩语：只显示型号；俄语：只显示型号,data/products/generated/fittings/quick-connect-fittings/detail/index.json
